"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","LeadSource","Name","NextStep","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
3e6bd609-06a7-4b83-b4fa-8b67106359d2,bbd42d4a-0d64-4474-9dab-ea494e01e7b6,32395.00000002,2022-07-25,"#N/A","#N/A",Closed,"#N/A",Uidoo - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
3ea21106-7488-4ea9-bccb-07cde4ce4912,2c3972c0-5e25-4de9-8bc1-e86d579ca72b,18050.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Noba - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,Existing Business,"#N/A","#N/A",false,"#N/A"
3f2ea4ca-c4bd-4849-89ad-970254345a35,bbd55cc6-b06e-45fd-9262-2e0a10a00d46,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Centimia - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
40467aff-c43b-448f-a959-f44b9c65b196,bcb88e94-ff2a-4670-90fc-e0d863bc84eb,18050.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Twinder - Cross-sell-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
404948af-c5c5-40eb-83be-6bab00fca507,ebd39171-f100-4fa1-8a48-9427106d5ce9,11550.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Agimba - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
416a4b2f-932c-44b8-b6e6-2a9c6d4d30c9,8d34ba59-d898-4d2a-aa25-c92780a8c0f4,75995.0,2022-08-02,"#N/A","#N/A",Pipeline,"#N/A",Tavu - Initial Sale,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
417a10c1-8943-4359-8627-74bf1dbf743c,8d5a44e6-1e52-4c09-af93-ebbb73dc056a,32395.00000002,2022-05-27,"#N/A","#N/A",Closed,"#N/A",Pixoboo - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
42fcec42-9ebe-4bf7-962c-24fcea19b918,d7bd9aa8-ebdc-4417-bddf-a380b455753b,72395.0,2022-08-02,"#N/A","#N/A",Pipeline,"#N/A",Zoombox - Initial Sale,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
43ff21f5-091e-4a35-9685-c35e91267e99,f60f79cb-219d-4003-bad4-2b15c89a0e73,11250.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Babblestorm - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
442e163e-1936-42da-b1cd-03826d091ffb,8c3ebc24-e8bb-4497-b164-038b2c26892e,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Chatterpoint - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4439b179-fb38-4abb-9ecd-dfe417f340b2,6e0db8b0-870e-41f2-a6a2-b03ddbe9d294,75000.0,2022-09-15,"#N/A","#N/A",Pipeline,"#N/A",Kimia - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
4441a18c-5b07-43f0-a703-ff902d3fe64b,424d1b2a-8466-424c-a81c-40c45fe9a414,72395.0,2022-08-02,"#N/A","#N/A",Pipeline,"#N/A",Realcube - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
45096961-29d4-4997-ab1e-84fa1b653c4b,025bae72-dc08-4e37-85da-3f9359201937,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Jazzy - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
45224bae-207f-4742-bf07-84e93ab825a4,36bf137f-1149-41d2-9fb8-6234ba3cd704,34350.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Topicstorm - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
456e2032-648a-4548-a343-a827e4981d9e,cf455866-6497-4386-810f-ea783cecd9be,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Oozz - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4571c936-c6c8-409c-a2fb-132656f50408,1b07bdc3-bbee-4b47-96c8-500fc1e99092,100082.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Jabbersphere - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
45f743b7-7a10-445f-a04f-ec6b7e15fb70,3b26c58e-3217-4a23-b83a-9347cc16aa9e,32395.00000002,2022-07-25,"#N/A","#N/A",Closed,"#N/A",Zoomcast - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4639f4e6-2cd1-4630-8921-9497253411b2,2591800d-b603-48cf-92f0-76dfe66cb46d,34995.0,2022-08-28,"#N/A","#N/A",Pipeline,"#N/A",Edgeclub - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
471ae45a-d713-42c3-9731-7ad0e89351bb,97d458ba-5036-4039-a4b4-a2fc36826c61,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Digitube - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
47617e57-18a5-4493-bf4a-e7f575d536b3,2bb0a5a2-4a38-4e79-b73d-336afe3c1943,100082.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Gabtype - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
47a366e7-a1d8-44fd-9698-e7dc0113fd19,b82a83b4-7538-48f7-9149-60d16561eb75,75000.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Omba - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
48a50feb-80c2-45d5-ab81-ea9e964306ac,79e97e8c-2e41-440b-92e4-5d4ee5700716,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Mybuzz - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4959a199-28a6-4c43-ad88-7d2a8642ead4,0efbff59-faea-4255-bab5-723f673ebf75,100082.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Divavu - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
499e8642-73a6-45d8-bfc0-2c9ac227c243,4b126aee-2ebe-401c-a06a-a0bd8b3ec111,75000.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Bluejam - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
49b7beb0-7237-4e54-9ed9-566888659c4a,343e7d9b-7d83-4585-afdb-8b4e7d503c83,100082.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Vipe - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
4a67cd9d-4ead-4f81-8687-e28e1ddb783e,0e6f1508-b4d9-448d-ab11-e81cbad5299e,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Voomm - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4b638b3b-e219-4c60-a32c-e8c750082431,2bb0a5a2-4a38-4e79-b73d-336afe3c1943,72395.0,2022-08-02,"#N/A","#N/A",Pipeline,"#N/A",Gabtype - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
4b8f11d8-4d3f-4737-9952-ed728c90230c,dd2ae7b9-8a5e-4fb0-a3e6-f22ae3c10e73,26050.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Wordtune - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4c02483a-c52d-4327-8926-0509514b5d76,c70d944c-63d6-431d-b181-6e184356e72d,50000.0,2019-11-14,"#N/A",Initial deal for 500 widgets. We expect follow-on business with a potential upside of 4000 additional widgets over the next 12 months.,Closed,Advertisement,salesforce.com - 500 Widgets,Closed!,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,Existing Business,"#N/A","#N/A",false,"#N/A"
4c188222-fccd-4a41-a0c0-b6540d9f9ebc,56f08f27-95c9-434d-bb27-8e3b5c8ff5c3,73995.0,2022-08-02,"#N/A","#N/A",Pipeline,"#N/A",Dazzlesphere - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
4c1ded93-6a95-4113-a56c-59d6d1973d03,6692b59c-2063-434c-b50f-014c374a4131,32395.00000002,2022-07-25,"#N/A","#N/A",Closed,"#N/A",Thoughtworks - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4c40b47f-823c-4745-b5c4-3567c62b3391,b6f6cdff-6116-4175-8fe7-5222dd375cab,74395.0,2022-08-02,"#N/A","#N/A",Pipeline,"#N/A",Aivee - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
4d192c24-fd22-4702-83a8-f25754428a4b,b1513321-5fb8-41d4-a18b-cb9966829be5,72395.0,2020-10-28,"#N/A","#N/A",Closed,"#N/A",Browsedrive - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4d45e127-0b6d-48a2-8184-99f1286c51ef,22f9b2ee-6d59-4d69-87b8-227d8202d189,53311.0,2022-05-30,2343b5da-b44b-48fd-a491-d5739175fb2a,"Some people like putting there notes into these long description fields to describe the deal. This can be unruly in a grid and out-of-box Salesforce doesn't even allow Long Notes fields to be displayed in a grid.

.....",Pipeline,"#N/A",Skyvu - Additional Sale,Call to check on Quote,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4d4f1a9b-105b-43c9-8e9a-9e6a49732b03,343e7d9b-7d83-4585-afdb-8b4e7d503c83,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Vipe - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4d51a785-6232-40db-b660-dc3720115844,7266e944-2585-48ff-9a0a-47d5ebb506dc,32395.00000002,2022-07-12,"#N/A","#N/A",Closed,"#N/A",Myworks - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4ef42e66-f164-4849-8bf9-3062c97d0af3,9b10a9d2-5113-4309-9cc1-646ef956c4ac,11550.0,2022-06-10,"#N/A","#N/A",Pipeline,"#N/A",Tagopia - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4f7ceb4e-c5f3-4777-a2fb-5f6c45d63ba0,fead4b88-1200-4dc1-9bae-9bddda3a6f49,18050.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Blognation - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4fba6d4a-0a4b-4885-8009-f4de07239b33,26cdd933-0597-4052-85cd-5673fbe29241,18350.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Kazu - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4fcd7ff9-89bc-4289-a65d-e687fd360f70,6de16000-9684-4e36-860d-5199e9ed2a63,34995.0,2022-05-27,004a8abd-0dac-4c79-b4c6-760c46fb7366,"#N/A",Pipeline,"#N/A",Meevee - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
5073ad6d-51ae-4ac7-a1c9-3eeb61941281,2bb0a5a2-4a38-4e79-b73d-336afe3c1943,18050.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Gabtype - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
50c6a0b0-f562-4728-88d2-d881cf22a68c,ac50e6c1-e100-4a59-9645-33082b1b1459,29995.0,2022-03-14,"#N/A","#N/A",Closed,"#N/A",Yamia - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
511a4dbc-3585-410a-84fc-68bee0b8c1c1,2591800d-b603-48cf-92f0-76dfe66cb46d,34995.0,2022-05-30,"#N/A","#N/A",Pipeline,"#N/A",Edgeclub - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
5260dad9-8c1d-427c-8e64-eef735ab1728,1e929e32-5ab4-42e8-8702-5e96ac97c4ee,18350.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Zoonoodle - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
537dd986-44b7-4f8f-95f1-718e1931875e,3d8547e5-043e-4476-a22b-c1f2b4cad2da,69995.0,2022-03-13,"#N/A","#N/A",Omitted,"#N/A",Rhynyx - Additional Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
53ed358a-009b-4f4b-9be1-38e5216d2ea0,d5925ecc-0bf8-4954-97bf-12f0ea0a7ca7,29995.0,2022-01-14,"#N/A","#N/A",Closed,"#N/A",Vitz - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
547008d8-de4d-4171-99cd-7cd541d29368,38dff4e9-b227-423c-adb6-51aeecd2b017,32395.00000002,2022-07-25,"#N/A","#N/A",Closed,"#N/A",Eidelr-Ashpool - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
54cb4ee3-00b5-4012-925e-612560c85bb5,fa3bca79-2a2c-4064-93c8-d10427f8a3cc,32395.00000002,2022-07-25,"#N/A","#N/A",Closed,"#N/A",Browsecat - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
554b997e-559a-4b4c-9e45-d53992079262,bc2a0cde-8fbb-4c6a-9e70-30a8cbc69930,32395.00000002,2022-05-27,"#N/A","#N/A",Closed,"#N/A",DabZ - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
556aa485-79ee-4f0e-8507-4b8b9930fd6d,322e173a-3fa6-4cce-9660-3f97040ee05a,34350.0,2022-06-26,"#N/A","#N/A",Pipeline,"#N/A",Yodel - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
558ca296-9eb0-4530-a571-19bd8fbb40e7,19236c02-904c-44cd-9ae3-f3c8eee0ef28,32395.00000002,2022-05-27,"#N/A","#N/A",Closed,"#N/A",Flipbug - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
559a1364-6a0d-44ec-af1e-1e1af1c9206f,864ab183-2657-4d8b-baa4-35a317740d3e,75000.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Trilith - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
55caf0de-ec55-4e27-bfa3-be034dc1be8e,67415fc9-3e7a-47c2-8dff-96e2acde21fb,72395.0,2021-11-12,"#N/A","#N/A",Omitted,"#N/A",Kayveo - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
5601996e-dba2-4865-a985-7f8afa0aa70b,22f9b2ee-6d59-4d69-87b8-227d8202d189,29995.0,2022-01-27,3133d740-3fe9-43b1-bbc0-ae6fe026983b,Some people like putting there notes into these long description fields to describe the deal. This can be unruly in a grid and out-of-box Salesforce doesn't even allow Long Notes fields to be displayed in a grid.,Closed,"#N/A",Skyvu - Additional Sale,Call to check on Quote,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
5609ead0-f756-459d-98ad-75a5266a6efb,f60f79cb-219d-4003-bad4-2b15c89a0e73,72395.0,2020-08-28,"#N/A","#N/A",Closed,"#N/A",Babblestorm - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
562450c2-ae0a-46a2-9985-354543c58ade,47f64cac-5caf-4eac-b805-5ac3c930bb1f,100082.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Brightdog - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
5660b568-47d1-4910-9ffb-82984004ea65,71384361-d9a1-4d8f-be05-1d902061e007,70000.0,2020-02-12,"#N/A",The deal is at 20% because they are at the sales process stage of defining their requirements.  It is not clear whether our solutions are a good fit or not but they are willing to discuss this in detail.,Pipeline,Trade Show,Acme - 600 Widgets,Need estimate,20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,New Business,"#N/A","#N/A",false,"#N/A"
566ba826-8037-424a-8d1f-fc9a9349a32c,1b07bdc3-bbee-4b47-96c8-500fc1e99092,34995.0,2022-08-11,"#N/A","#N/A",Pipeline,"#N/A",Jabbersphere - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
56d6aece-4341-4d42-97d9-d256a60e4822,0e87f75d-1a5f-454c-afc2-86b388e52163,31495.0,2022-06-16,"#N/A","#N/A",Pipeline,"#N/A",Bluezoom - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
5724d089-ef9c-4e0c-8a1d-f07e8cd9f175,90edd09e-cd23-4441-9977-55cb69126e70,11550.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Talane - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
57416a4f-efa5-4eee-b4de-7e521f9ef880,b1513321-5fb8-41d4-a18b-cb9966829be5,75000.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Browsedrive - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
57898818-324e-40f4-9c50-71982348720e,8c735a21-f1d6-4bed-8ea6-bdf7de1ad435,32395.00000002,2022-07-25,"#N/A","#N/A",Closed,"#N/A",Lazzy - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
58407c9f-45b0-4889-af4b-8ad5d798dd88,405aefbc-4202-439e-bf59-f3935162c252,100082.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Fiveclub - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
58adb8f1-126b-4ddf-8be4-f7e63de6c0b8,8bad606c-a83f-4958-aaaf-7f6c5865c578,34995.0,2022-08-04,"#N/A","#N/A",Pipeline,"#N/A",Topdrive - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
58cc07c1-1a90-4149-bfc0-9b79f9ffc035,9b10a9d2-5113-4309-9cc1-646ef956c4ac,74395.0,2022-06-02,"#N/A","#N/A",Pipeline,"#N/A",Tagopia - Initial Sale,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
58d3ec51-7a68-4fca-8dc1-f3e78d88a928,bcb88e94-ff2a-4670-90fc-e0d863bc84eb,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Twinder - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
58d4a9db-8736-44aa-9a93-825b25b86e4d,de23cb8b-0b55-4bee-9c34-1759fc0d9b96,32395.00000002,2022-05-27,"#N/A","#N/A",Closed,"#N/A",Rhycero - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
59a66dbb-78d8-40c6-9b16-a8a950967e89,9eb989c3-c2e0-4bcf-9aa1-224fc331977b,29995.0,2021-12-31,"#N/A","#N/A",Closed,"#N/A",Layo - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
59b03807-0566-4c49-aec8-896b38023db8,2d151e51-9102-423f-8dd0-2c5585a0b772,72395.0,2022-07-27,"#N/A","#N/A",Pipeline,"#N/A",Oloo - SOW 1,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
59d2be9b-249e-44cd-9280-f3a0b7bb6702,15a61f80-074e-40c4-a2c6-f6320ee5e539,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Babbleopia - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
5a073ca6-062d-43ab-84ec-7412934cfec9,c666cfd0-7dea-4b46-a1d7-60d9e0e4fff6,100082.0,2022-08-16,"#N/A","#N/A",Pipeline,"#N/A",Voolith - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
5a10af32-e113-423b-941e-a00c0d6b9ec1,2591800d-b603-48cf-92f0-76dfe66cb46d,32395.00000002,2022-05-27,"#N/A","#N/A",Closed,"#N/A",Edgeclub - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
5a3958d0-d5f3-414a-a321-f114515751bc,049289c5-1108-4eb8-a12b-27f6b810fab9,32395.00000002,2022-05-27,"#N/A","#N/A",Closed,"#N/A",Topicware - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
5b2b2666-15c3-4bfd-8f8d-a3943fe7b05e,8262b2fb-77a5-4cb8-b98a-a42968ccc29f,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Dynazzy - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
5b40a7ee-d558-44d1-b9de-4a6737b03234,bf780cfe-38e6-41bd-af08-62e3c6a5d3ac,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Shuffletag - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
5c0c36f6-8783-48a9-9b70-1c375f18b180,45277e4c-0dbc-444d-8166-4a6db8cc1b32,11250.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Meembee - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
5c5d652c-d4ec-499a-9e15-7ba5eadcf9c4,ab97de59-0cab-4c89-a8ed-58ced15887e5,32395.00000002,2022-05-27,"#N/A","#N/A",Closed,"#N/A",Pixonyx - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
5da60957-9f20-4185-ab7c-35890db22f7d,9251397a-18b5-4a15-a76f-e327f681a4f7,18350.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Mydo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
5dff070f-323a-485d-a7ef-5e77b071ace6,23c92d3f-3ad3-4244-ab63-99bb984660f0,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Voonix - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
