"Guid","Description","OpportunityId","Quantity","SBQQ__ParentID__c","SBQQ__QuoteLine__c","SBQQ__SubscriptionType__c","ServiceDate","SortOrder","TotalPrice","UnitPrice","sbaa__ApprovalStatus__c"
4b44f6e5-3320-44ee-8714-f66364e0b022,"#N/A",95c2edb9-2abb-49c0-8acc-fa7c7f137837,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
4b4db68b-f315-444f-b3ce-1f049da37f8d,"#N/A",cd3c4446-703d-440d-a224-cbc9285a24ed,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
4b677d07-9e07-46c8-bde2-a8450b5cf783,"#N/A",34774e82-511a-40af-9a90-ee73249086b5,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
4b681393-2c15-4f58-a3f2-9b1e17875fa7,"#N/A",0310d8d8-9b41-42bf-8e87-b8b904be46ef,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
4b6c50d0-bbcb-4312-b5a5-393b06340a6e,"#N/A",9e7ac8bf-436e-4c01-9a60-ddc6e2d9a4c0,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
4b6efcc9-5009-43dd-bcac-b1a1069ca791,"#N/A",547008d8-de4d-4171-99cd-7cd541d29368,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
4b745690-4334-4d34-a7d0-ff3b3a2026ff,"#N/A",f8fb9042-8d53-473e-b6c2-970ef1382734,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
4b76110a-ec48-4adf-8d84-5356eb576411,"#N/A",7d5af8a2-8fcd-46d2-ab94-905450fd47ed,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
4b8154ec-b764-400b-816b-01280bebd42b,"#N/A",1fa4891a-312c-4bbb-8b3b-a4ba019c786e,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
4b858c66-5619-4e82-86a9-663418ff763d,"#N/A",a15f2b12-3bec-4987-acba-23b82491886e,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
4b9a75af-5adf-4639-87bd-12ea87852787,"#N/A",2d861f2a-98d2-4e4f-bbfa-0e3324caf2a7,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
4ba08544-7fe4-4c59-a984-c1c759154244,"#N/A",049f78b5-0d67-461d-980b-28605072749c,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
4ba2598d-e7ab-4fed-ac4f-e337d428f248,"#N/A",1c6f7e17-902b-45e7-aff1-e02ee411b2a4,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
4bae6060-8db2-4575-8503-d7bcf33dc6d7,"#N/A",e222c169-2d2e-41bc-b47d-1f3d257707f9,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
4bcf36d3-60d8-4612-87a6-52fff887e593,"#N/A",0e07940d-8e58-4258-b01c-a32e61870668,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
4bf1e897-0e6b-4390-9bab-43696cfa19da,"#N/A",58d3ec51-7a68-4fca-8dc1-f3e78d88a928,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
4c0350bf-9527-4021-9960-6e98f4d44691,"#N/A",4441a18c-5b07-43f0-a703-ff902d3fe64b,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
4c103300-6096-4e8f-8bf6-b9918cf39636,"#N/A",076ecd41-a181-4289-95b3-4ecd70a4e328,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
4c218f85-a74f-451e-af01-9f369832ed8b,"#N/A",99bf7933-9886-4e9d-a029-b478627c7ec3,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
4c407460-aa6c-4e81-88d6-cc7e4cbc3e28,"#N/A",88b4458e-4719-45f9-a11e-b6bf1d337c87,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
4c410c23-b6ff-4f44-8e9c-d70e0d578d73,"#N/A",aeaefd9f-fabd-421e-968e-4d504e2cf627,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
4c4ff077-a3f0-4269-a4fc-af8a698f1254,"#N/A",e491c7ec-9689-4337-92d3-72055819b04e,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
4c58667b-fe9c-480e-a8a1-f344b719e22e,"#N/A",4d192c24-fd22-4702-83a8-f25754428a4b,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
4c5e8d9e-5e92-4a38-bdf8-4dce7c97786a,"#N/A",d4257316-f93e-4258-90a9-09fc48c23e62,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
4c5f0e43-2f04-4191-be90-ccf350651723,"#N/A",2d861f2a-98d2-4e4f-bbfa-0e3324caf2a7,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
4c5fda8c-aeea-496b-b994-07d6f4eb2290,"#N/A",90b4ce38-2c18-4732-a26c-f2c10de055b1,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
4c77a88a-4e62-405d-8039-dc95590844f7,"#N/A",1fcfe6d0-35fa-4c40-909f-f9f46705872d,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
4c8cd959-d233-4d60-9554-be101e4c3e77,"#N/A",00b79a2e-bda6-407c-b35a-6fbde3b1785a,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
4c8d82fa-48ed-45ef-b9dc-0f9e7b482dd4,"#N/A",109953e6-8d50-4228-9ae0-279044e52eee,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
4c99fc32-fca9-485f-8ce0-d4591a5ad20a,"#N/A",902a16f6-3514-47ec-889e-4c79f46de7f0,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
4ca4d81a-036d-4e19-92b6-7e0748beb4d8,"#N/A",7a810b9f-bfa9-4a24-888f-ecac69c52a0d,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
4cac557b-7b70-4559-829a-523b47be65bd,"#N/A",01a394bf-e1ae-4d82-8e98-394b8c9b42b8,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
4cd5eb46-7ee4-4245-b7da-35f825866ca9,"#N/A",18f2a83b-b1ac-45be-aced-afee3332656a,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
4cd6219e-2627-44ef-b537-d2ccd01aa507,"#N/A",4d4f1a9b-105b-43c9-8e9a-9e6a49732b03,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
4cdb518f-355f-4755-ac2b-228a87c8d5ac,"#N/A",c05d3dea-f1d7-442f-b0a7-b3414af35f7c,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
4d0226e9-3efd-40b5-8ff2-1b0751501c55,"#N/A",45f743b7-7a10-445f-a04f-ec6b7e15fb70,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
4d06d979-11db-4201-b13a-2efcba5a7cb1,"#N/A",4d45e127-0b6d-48a2-8184-99f1286c51ef,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
4d1d03a0-0a42-4900-9922-78efa7d3a0a3,"#N/A",213a892f-fd10-4b94-95ee-6509542104aa,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
4d214d56-c3e2-4972-bf55-a8b356385163,"#N/A",37dea453-0aa3-4bf8-8424-210908c11504,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
4d2d4140-64e1-4528-8fdc-9fb2e2624c23,"#N/A",eeade1e7-52de-4d5f-bba6-5568526faeca,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
4d2f77bf-48c0-43c8-a49f-672833d56bc4,"#N/A",e0cacc29-3a9e-49b8-846d-f7a28b205006,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
4d32cbb6-b5c0-4fa1-be2c-ec8a4c8a66dc,"#N/A",d39c0f87-7719-4eaa-b90a-10fb433f1df6,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
4d533ea3-fe81-42fd-ae7b-e6249f9d1908,"#N/A",abd345ae-50d5-4e46-97a2-fe03c372380d,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
4d5b31f0-4551-40b5-927c-6708bb047b92,"#N/A",11de7e92-dbaf-447c-b60c-1e8df43c1e7c,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
4d6405bb-d692-4a39-a851-be3f6a764e10,"#N/A",c8533a95-9564-460a-baf5-03eb1c3ce8fd,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
4d6bc874-8ee2-4fe0-b24a-69f9f8b713a2,"#N/A",a98e1542-7021-438e-9573-1e20947ab2bf,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
4d74cc7e-6c49-45e3-a0f1-619c97485310,"#N/A",1e78c002-4843-4147-97a6-0aabb19036e5,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
4d908a75-a38c-454e-9253-78b800692005,"#N/A",5609ead0-f756-459d-98ad-75a5266a6efb,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
4dda05f1-62e6-4e43-bcbc-db72e7870eb2,"#N/A",c67fe8bf-30ea-4201-8053-bcba4d6debde,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
4ddb1e1b-68e7-4870-8fc5-8e49ba41d4dc,"#N/A",54cb4ee3-00b5-4012-925e-612560c85bb5,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
4dde5249-1aec-4ccb-b718-4613fd44b78b,"#N/A",1d1e4c0d-d079-489a-94e5-d3f41580528b,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
4de32ac1-df75-4285-b9b0-002abc8335ab,"#N/A",1e78c002-4843-4147-97a6-0aabb19036e5,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
4de5f094-c7d7-4307-b180-66e6259f8b8e,"#N/A",74fe3399-6c90-4702-afe4-551247915a6c,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
4dee91ff-1e5e-451c-8b34-aeec257dd3b2,"#N/A",f50dd489-e3d0-40bd-91e3-d19b0d73f2db,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
4e4799db-1dac-4509-8224-007cd2c307a1,"#N/A",32210706-baa1-4446-9541-caed80f2f368,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
4e4f136c-f962-491e-b140-b21c31c4e1a1,"#N/A",39618d74-f70a-416f-bdad-249a2009b81b,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
4e5433d4-782b-4f40-b4b2-06cd8f08d8f1,"#N/A",817b418f-34e6-4a59-b8e1-4c54e75b5532,1.0,00k8c00002UdSKaAAN,62f5556e-6e17-41d5-b386-630781bfe605,Renewable,"#N/A","#N/A",33.45,33.45,"#N/A"
4e549192-b814-4a7a-be69-9226e52e92d6,"#N/A",a8324042-0170-4808-b489-035b5874f6e0,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
4e7e46cf-e6f8-4e67-8ef7-6ad5f8a0731d,"#N/A",a330c050-42c3-4066-9b30-1cdc113508df,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
4e81a11d-f890-47bb-96bf-5ec29a8c4443,"#N/A",bdb05e68-be6d-43d5-9599-f7e29e9a04ab,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
4e8a4573-4650-4c21-8344-3ecff3c19e54,"#N/A",456e2032-648a-4548-a343-a827e4981d9e,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
4e93f74e-1190-43ef-af77-a52ddbdd91bc,"#N/A",61fde6f1-fe86-4e32-9c70-b61fe1ede92f,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
4e9915d0-f7d0-45f7-a34b-eeabd19477cf,"#N/A",16c03161-ef59-4542-a1f2-974f178f352f,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
4eb8df76-dcdf-41c8-83de-6e4f8c81b4f1,"#N/A",d410b423-3775-4faa-98f4-e7c2473bb223,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
4ef88d3f-9546-467b-8b26-6286887fd967,"#N/A",be376c35-75d0-4ec4-ab7b-4702ee6a5fa4,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
4eff3e6f-73a1-47a5-9c92-e9c8181749bd,"#N/A",299e71b9-1ade-41b5-8e69-c244363880e0,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2900.0,580.0,"#N/A"
4f10c154-9aa6-40be-a97c-975847f1abe4,"#N/A",b11acdd8-293c-4e9a-b980-e23b77f15740,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
4f16941f-742b-4f92-ba16-4e0a67e47ce3,"#N/A",4c188222-fccd-4a41-a0c0-b6540d9f9ebc,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
4f7a683d-1958-4ad7-8dfa-58f08ab53311,"#N/A",736ec3a1-8c89-436a-a3f7-8364e72edc82,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
4f836e41-fa94-4de4-86a9-b195b56857af,"#N/A",c50ca391-fe91-4afc-81f0-694cdfaa1b5e,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
4f99f268-210e-46b7-a47a-853b84b8e33d,"#N/A",c72d1397-2880-4d86-8e53-d61137ec50e5,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
4f9d0b8e-60f2-4222-8a17-18be23b7e750,"#N/A",6fb3e278-b61e-406a-9f1c-2aed7ee43c6f,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
4f9e834c-dd4e-4b8d-9cd4-b3eaa637c979,"#N/A",fd7eeb73-b454-4a68-906e-24bd95cf9414,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
4fb28fc4-8926-4dc3-bac1-0278e09446fc,"#N/A",9c0d61cb-6db1-419b-8c6e-cbd49b489ecd,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
4fbc8822-54b8-4f77-ae26-bd4023561152,"#N/A",4d45e127-0b6d-48a2-8184-99f1286c51ef,7.0,"#N/A","#N/A","#N/A","#N/A","#N/A",9016.0,1288.0,"#N/A"
4fdf2a49-dfc4-4d53-8d4c-65d0e0ac5a04,"#N/A",61a7a789-9d7b-4728-9c31-3a98dcaa428a,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
5025cb0f-743f-4bfb-8f92-9ea1183605d8,"#N/A",23665be7-8e84-4681-88df-0b63af6dd7bb,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2000.0,2000.0,"#N/A"
5028d42b-4b15-470e-85c5-3e2434697223,"#N/A",aaeb0920-f007-4d29-88da-fa05e5ed235b,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
502e90b5-f791-4c62-950c-2ae17638b290,"#N/A",a50cd0f4-8051-44dc-9f1e-2472c773458f,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7990.0,799.0,"#N/A"
5055ec04-11b2-481d-9b8b-3424f777860c,"#N/A",25838e75-ae59-4b87-a604-b84d5c290b43,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
5058c3a8-735e-4c02-92cb-cd30e3a9fd0e,"#N/A",4b8f11d8-4d3f-4737-9952-ed728c90230c,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
505a7ccd-3d55-4cf0-9fcf-1538d295430d,"#N/A",9b25c314-2249-4f0f-89c4-ebdfa63bac05,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
5060b666-a595-4806-8671-42a39856ca6e,"#N/A",7f974a57-a388-4ed7-9f1d-817b84b810d3,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
507ae43b-5f3b-4c23-8f73-3bb4299765f3,"#N/A",049f78b5-0d67-461d-980b-28605072749c,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
507c38e9-b889-49dc-bd52-e1980b3e8f16,"#N/A",c50ca391-fe91-4afc-81f0-694cdfaa1b5e,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
507fc483-0ba4-4247-bcc5-1ad160caad78,"#N/A",817b418f-34e6-4a59-b8e1-4c54e75b5532,1.0,00k8c00002UdSKUAA3,c6956247-87e7-45dc-b7f1-0ba752d7cb9b,Renewable,"#N/A","#N/A",30.11,30.11,"#N/A"
50ca4124-b61a-488c-b261-fb3085a2990d,"#N/A",8ee3c197-045a-42cf-a2fc-82be6b44eb4e,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
50d2b135-f506-4809-9d1d-31b9c73c7c96,"#N/A",6ec43b1e-29f4-4163-bae4-b1cbd0cff38c,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
50d31548-c52b-466a-8641-2d6d1509a50b,"#N/A",a43fc806-087a-4ef9-bed1-98331d9b8fbe,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
50da3daf-28d1-41b3-94c0-86506444b48c,"#N/A",b954d9d3-a290-49a2-852a-830b4a04d469,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
50e95907-08fb-447d-9a0a-bc64adc8ad0b,"#N/A",9bf8dcdc-8110-487b-bc6c-7d294ffb65cc,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
50e9e082-2c0f-4467-85dc-63577c69d32d,"#N/A",25ede9f6-3f59-4a68-8ca0-0e4004498ba9,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
50efa3b5-0ec8-4ece-8e9a-3af2c542a086,"#N/A",99e47d43-12ea-4ed3-88a8-22cfaf7ef7d3,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
50fa539c-73d9-4f56-aef9-5e9ed0735e9a,"#N/A",70d1772d-b2c2-47ae-a4ca-68fe05e88c09,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
51085f2e-92f1-449c-ac8c-87f1ba5d5ac5,"#N/A",c0b64a64-614a-4061-9239-299fabeede7b,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
510f0814-aa14-4a32-b816-80d0eeb5c496,"#N/A",f3392c01-7c87-4008-a357-a3c4861003a8,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
511327f4-1bdc-45c7-8aa8-616e7ddb4216,"#N/A",cd1d622f-1e50-44f9-8b86-98e321b5c30e,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
511a299a-aaff-481e-9ca5-857695fcb831,"#N/A",4c1ded93-6a95-4113-a56c-59d6d1973d03,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
511e7e35-3959-4ca3-b3cc-7462b324c6a1,"#N/A",73cc9da1-6924-4410-93b6-96b7ddfae7d8,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
51284714-53ee-4b2d-a6e0-51bab92599f9,"#N/A",2633986e-3cf9-4c03-8326-cdb2d9a14ffd,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
513ea271-99ef-4169-86bb-3b6c64b893ed,"#N/A",e964c488-e3c1-4baa-9255-8c6e15e48a35,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
513f4927-c2af-4cde-854a-0f1424e79fba,"#N/A",c0b64a64-614a-4061-9239-299fabeede7b,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
51433cb4-f06e-4f9b-b289-16c2718c5c9c,"#N/A",7e1b5c15-b834-4f41-9cf6-739d5328c2af,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
515b3770-5f48-4491-a19c-e08b1aedad36,"#N/A",5e57173d-83a7-4343-adf7-c8856b1cd3ed,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
515de61b-ee3d-4c00-baab-2155a4873c55,"#N/A",42fcec42-9ebe-4bf7-962c-24fcea19b918,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
517f4f60-b93f-4927-bf95-af2b11b4cce8,"#N/A",77a4c41a-88d9-4e59-bdda-5b6e5cc52397,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
51881f06-e10b-47c3-9d63-8e3a12da1461,"#N/A",d19f7910-ee70-4714-912d-a968871c6438,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
51ce7188-d0dc-4f23-a659-f385e5a67556,"#N/A",39b5e5c2-1213-4d66-bc2e-428a6ad1cedb,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
51d0846b-a6e4-483e-9b8b-3a7e942312e1,"#N/A",4441a18c-5b07-43f0-a703-ff902d3fe64b,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
51d8161c-1fbe-4ff4-bd6a-20fcce9ff2bc,"#N/A",4ef42e66-f164-4849-8bf9-3062c97d0af3,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
51ee3e1d-1fd8-46cc-8662-37206b964739,"#N/A",7bd08852-d00c-4c22-b6b0-3d7fb1f3d39f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
51ef5262-1ec8-4058-9917-273dcf2052c3,"#N/A",2416a319-8ba2-4687-a65b-0cb6ae4f4bb6,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
51f78dd1-46eb-432c-9ebe-0d31ec7ffd24,"#N/A",2d861f2a-98d2-4e4f-bbfa-0e3324caf2a7,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
51fee21a-cbf7-4b4b-b7fc-3a06be1958d1,"#N/A",801aef1b-e556-4208-95ec-082e67fafa53,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
520025d7-d3dd-49ab-953e-08a612aa1501,"#N/A",f96f7024-42ce-47e4-9e07-793c4376fcb2,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
5201551b-a0ec-4fbf-991f-a370e9d56f6f,"#N/A",af503d0a-2f7e-4479-8a41-32f8b7a18d9d,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
520e4ae2-2236-4edd-b6c0-a594770b8aae,"#N/A",c0833be4-64be-48d9-80cc-26844bc7ad46,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
5230e57b-9be1-40b8-b6fa-74c94989d4dd,"#N/A",a6be187d-4c2b-40a7-b77a-1204899dc90a,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
524190c5-cf5d-45f0-90b5-6a8f809fa66e,"#N/A",23665be7-8e84-4681-88df-0b63af6dd7bb,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
5241d4b7-9bd3-4728-8415-7ea4474b79c8,"#N/A",6ec43b1e-29f4-4163-bae4-b1cbd0cff38c,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
5243b07e-1af9-4813-9e8f-a4f5e3a81dd3,"#N/A",226c5ccc-73b6-4096-ad12-5aad6e726873,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
5254b243-3a41-4c05-b1dd-83ea816f31d5,"#N/A",97c41e13-6c93-493b-8030-f21b14345b15,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
525675af-3e78-44c1-b4c9-3ad8e2941aa5,"#N/A",c0b64a64-614a-4061-9239-299fabeede7b,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
5256f8f8-2283-461d-a0d1-a0617a63b31b,"#N/A",416a4b2f-932c-44b8-b6e6-2a9c6d4d30c9,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
5264eb74-5822-4b33-a897-d10289289fe6,"#N/A",b11acdd8-293c-4e9a-b980-e23b77f15740,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
5268057d-fe23-40c9-bd62-5990e63b01a6,"#N/A",88f4c61b-e407-400c-b4c2-fd5beb54cb62,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
526d68d2-5900-426c-b394-f3223e031660,"#N/A",0e07940d-8e58-4258-b01c-a32e61870668,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
527b3a41-2aa8-434c-9686-d7e32e20796c,"#N/A",b885df91-36c0-4c54-8a64-0ca904717ea5,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
527d569e-0db4-4e7f-b29a-b10603354435,"#N/A",c86071d4-c89c-4abc-9731-c44de63905ed,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
528b355f-5304-4f30-b64a-17ff2fa080aa,"#N/A",9bb0598f-5a84-45c0-b779-d62aab3e03d6,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
